SensorID,Timestamp,SensorType,Value,Location,is_abnormal
40,2024-01-02 15:00:00,SoilPH,31.161131345644687,Field3,False
41,2024-01-02 16:00:00,SoilMoisture,26.198639550248203,Field2,False
42,2024-01-02 17:00:00,Light,23.322240570972564,Field4,False
43,2024-01-02 18:00:00,SoilMoisture,89.0436758077628,Field3,False
44,2024-01-02 19:00:00,Temperature,28.23943610969105,Field3,False
45,2024-01-02 20:00:00,Temperature,54.9078610372587,Field2,True
46,2024-01-02 21:00:00,Light,17.6207948313036,Field1,False
47,2024-01-02 22:00:00,Temperature,51.18908745574352,Field1,True
48,2024-01-02 23:00:00,Light,82.66763705135455,Field2,False
49,2024-01-03 00:00:00,Humidity,30.64089931104284,Field4,False
50,2024-01-03 01:00:00,Light,2.2811463014829725,Field2,False
51,2024-01-03 02:00:00,Humidity,52.82791479145425,Field4,False
52,2024-01-03 03:00:00,SoilMoisture,77.98731182078276,Field4,False
53,2024-01-03 04:00:00,SoilMoisture,84.99887609226413,Field3,False
54,2024-01-03 05:00:00,Temperature,61.68950122541762,Field4,True
55,2024-01-03 06:00:00,Humidity,32.13750827266186,Field2,False
56,2024-01-03 07:00:00,Humidity,73.12350392664779,Field3,False
57,2024-01-03 08:00:00,Humidity,99.21156880985306,Field2,False
58,2024-01-03 09:00:00,Humidity,52.53618370047912,Field4,False
59,2024-01-03 10:00:00,SoilPH,5.146793820786688,Field2,False
60,2024-01-03 11:00:00,SoilPH,87.94946823888465,Field2,False
61,2024-01-03 12:00:00,SoilMoisture,48.13468421843863,Field2,False
62,2024-01-03 13:00:00,SoilPH,4.435429388759859,Field3,False
63,2024-01-03 14:00:00,Temperature,80.4711976661149,Field3,True
64,2024-01-03 15:00:00,SoilPH,41.33383687617199,Field1,False
65,2024-01-03 16:00:00,Light,58.74846420897306,Field3,False
66,2024-01-03 17:00:00,Humidity,16.33825002541244,Field1,False
67,2024-01-03 18:00:00,SoilMoisture,45.8115034005172,Field2,False
68,2024-01-03 19:00:00,Light,24.058238647673203,Field4,False
69,2024-01-03 20:00:00,SoilPH,29.77086374523029,Field4,False
70,2024-01-03 21:00:00,Light,3.840243854005188,Field3,False
71,2024-01-03 22:00:00,Light,98.33070581557244,Field1,False
72,2024-01-03 23:00:00,Light,44.15995592876415,Field3,False
73,2024-01-04 00:00:00,SoilPH,90.38884098842529,Field2,False
74,2024-01-04 01:00:00,Light,31.8954991013232,Field2,False
75,2024-01-04 02:00:00,Light,62.3038920017661,Field2,False
76,2024-01-04 03:00:00,Light,50.63519864867509,Field3,False
77,2024-01-04 04:00:00,Temperature,97.97910410393928,Field1,True
78,2024-01-04 05:00:00,Light,29.501001167555184,Field2,False
79,2024-01-04 06:00:00,SoilPH,91.19939945580585,Field3,False
80,2024-01-04 07:00:00,SoilMoisture,96.37700078692612,Field1,False
81,2024-01-04 08:00:00,Temperature,78.84171658407527,Field3,True
82,2024-01-04 09:00:00,Humidity,42.81087560405563,Field4,False
83,2024-01-04 10:00:00,Humidity,83.41823021216706,Field2,False
84,2024-01-04 11:00:00,SoilPH,25.453201733586884,Field3,False
85,2024-01-04 12:00:00,Temperature,71.33743707746834,Field3,True
86,2024-01-04 13:00:00,Temperature,73.31854939064924,Field1,True
87,2024-01-04 14:00:00,Humidity,57.67699273519015,Field4,False
88,2024-01-04 15:00:00,SoilMoisture,97.51899855343616,Field1,False
89,2024-01-04 16:00:00,Light,31.94066020142039,Field2,False
90,2024-01-04 17:00:00,SoilMoisture,39.50362159365034,Field1,False
91,2024-01-04 18:00:00,Temperature,16.48214112002161,Field3,False
92,2024-01-04 19:00:00,SoilPH,71.19537434074101,Field2,False
93,2024-01-04 20:00:00,SoilMoisture,67.34122351015911,Field3,False
94,2024-01-04 21:00:00,SoilMoisture,16.487271460632734,Field2,False
95,2024-01-04 22:00:00,Temperature,6.069958266618015,Field2,False
96,2024-01-04 23:00:00,Humidity,83.95487958554935,Field1,False
97,2024-01-05 00:00:00,Temperature,78.57031687672905,Field2,True
98,2024-01-05 01:00:00,SoilMoisture,44.07547456940113,Field1,False
99,2024-01-05 02:00:00,SoilMoisture,76.09571171828942,Field2,False
100,2024-01-05 03:00:00,SoilPH,62.44881343491356,Field3,False
101,2024-01-05 04:00:00,SoilMoisture,90.24858597112174,Field1,False
102,2024-01-05 05:00:00,SoilPH,7.232773184833697,Field2,False
103,2024-01-05 06:00:00,SoilMoisture,28.163692733096347,Field2,False
104,2024-01-05 07:00:00,Humidity,78.1686181778019,Field3,False
105,2024-01-05 08:00:00,SoilMoisture,81.1919750132262,Field2,False
106,2024-01-05 09:00:00,SoilPH,94.63473976166324,Field2,False
107,2024-01-05 10:00:00,SoilPH,92.92458529174654,Field3,False
108,2024-01-05 11:00:00,SoilPH,9.008920085286451,Field3,False
109,2024-01-05 12:00:00,SoilMoisture,58.87457134409955,Field1,False
110,2024-01-05 13:00:00,SoilPH,93.89514688052223,Field2,False
111,2024-01-05 14:00:00,Light,31.609910889898696,Field4,False
112,2024-01-05 15:00:00,Humidity,45.86861095417875,Field1,False
113,2024-01-05 16:00:00,SoilMoisture,41.34859273621492,Field3,False
114,2024-01-05 17:00:00,SoilPH,99.65429066432031,Field4,False
115,2024-01-05 18:00:00,Humidity,48.94679144157453,Field1,False
116,2024-01-05 19:00:00,SoilMoisture,47.51751311082747,Field4,False
117,2024-01-05 20:00:00,Humidity,97.37422766504636,Field3,False
118,2024-01-05 21:00:00,Light,98.49015648963008,Field4,False
119,2024-01-05 22:00:00,SoilMoisture,4.035532669409248,Field4,False
120,2024-01-05 23:00:00,SoilPH,65.18290295457025,Field4,False
121,2024-01-06 00:00:00,Temperature,89.01525087721151,Field3,True
122,2024-01-06 01:00:00,SoilPH,53.45634606461211,Field3,False
123,2024-01-06 02:00:00,SoilMoisture,51.70826311538392,Field2,False
124,2024-01-06 03:00:00,SoilPH,72.40738528168113,Field4,False
125,2024-01-06 04:00:00,Temperature,82.51899006799064,Field3,True
126,2024-01-06 05:00:00,Temperature,92.26924473551,Field3,True
127,2024-01-06 06:00:00,Temperature,9.90752098893658,Field2,False
128,2024-01-06 07:00:00,SoilPH,76.86909744664963,Field3,False
129,2024-01-06 08:00:00,SoilMoisture,39.08975257618826,Field3,False
130,2024-01-06 09:00:00,SoilPH,6.058005820709511,Field3,False
131,2024-01-06 10:00:00,Temperature,70.35738036379944,Field2,True
132,2024-01-06 11:00:00,Light,9.635272278929962,Field1,False
133,2024-01-06 12:00:00,Temperature,80.51220284766406,Field2,True
134,2024-01-06 13:00:00,Temperature,20.572575348797773,Field1,False
135,2024-01-06 14:00:00,SoilMoisture,11.500918688566763,Field2,False
136,2024-01-06 15:00:00,SoilPH,66.64797644647584,Field1,False
137,2024-01-06 16:00:00,SoilMoisture,87.35605079461327,Field2,False
138,2024-01-06 17:00:00,SoilPH,70.17186541530526,Field3,False
139,2024-01-06 18:00:00,Temperature,42.6944169884965,Field1,False
140,2024-01-06 19:00:00,Temperature,66.68235309306073,Field3,True
141,2024-01-06 20:00:00,Temperature,27.153158385846453,Field2,False
142,2024-01-06 21:00:00,SoilPH,81.76514197064296,Field4,False
143,2024-01-06 22:00:00,Temperature,1.8436862970696464,Field3,False
144,2024-01-06 23:00:00,SoilMoisture,63.41467351864642,Field1,False
145,2024-01-07 00:00:00,SoilMoisture,65.47574230999227,Field1,False
146,2024-01-07 01:00:00,Temperature,93.05804768943943,Field1,True
147,2024-01-07 02:00:00,Light,51.76551037978182,Field3,False
148,2024-01-07 03:00:00,SoilPH,71.38621899643552,Field3,False
149,2024-01-07 04:00:00,Light,86.19008312776919,Field1,False
150,2024-01-07 05:00:00,Temperature,28.733347168070143,Field1,False
151,2024-01-07 06:00:00,Light,65.57767992772114,Field4,False
152,2024-01-07 07:00:00,SoilPH,75.46835743489791,Field2,False
153,2024-01-07 08:00:00,SoilPH,19.88700827559741,Field4,False
154,2024-01-07 09:00:00,Light,84.35953505636874,Field2,False
155,2024-01-07 10:00:00,Humidity,57.41212570128539,Field4,False
156,2024-01-07 11:00:00,SoilPH,56.066120343599245,Field4,False
157,2024-01-07 12:00:00,Temperature,35.774551930979804,Field3,False
158,2024-01-07 13:00:00,Temperature,9.53630173045571,Field4,False
159,2024-01-07 14:00:00,Temperature,69.21622539493852,Field2,True
160,2024-01-07 15:00:00,Humidity,37.127127418174766,Field3,False
161,2024-01-07 16:00:00,Temperature,52.32326052316879,Field1,True
162,2024-01-07 17:00:00,Light,98.1418277381938,Field1,False
163,2024-01-07 18:00:00,Humidity,27.831621131117025,Field2,False
164,2024-01-07 19:00:00,SoilPH,13.236127207836224,Field3,False
165,2024-01-07 20:00:00,Humidity,13.957873237275445,Field2,False
166,2024-01-07 21:00:00,Temperature,37.36861551963205,Field2,False
167,2024-01-07 22:00:00,Temperature,91.87689838072238,Field2,True
168,2024-01-07 23:00:00,Light,34.724542321472505,Field3,False
169,2024-01-08 00:00:00,SoilPH,4.78977915791019,Field4,False
170,2024-01-08 01:00:00,SoilPH,70.24981957195654,Field3,False
171,2024-01-08 02:00:00,Humidity,73.30628644242034,Field4,False
172,2024-01-08 03:00:00,Temperature,79.89954102799403,Field2,True
173,2024-01-08 04:00:00,Temperature,51.54915711297089,Field2,True
174,2024-01-08 05:00:00,Humidity,57.38853071785789,Field4,False
175,2024-01-08 06:00:00,SoilMoisture,55.03937440742088,Field3,False
176,2024-01-08 07:00:00,Temperature,44.65458334961173,Field3,False
177,2024-01-08 08:00:00,SoilPH,54.894725988015736,Field4,False
178,2024-01-08 09:00:00,Humidity,61.3924441065169,Field2,False
179,2024-01-08 10:00:00,Humidity,1.1647359819004666,Field1,False
180,2024-01-08 11:00:00,Light,98.48317434020836,Field4,False
181,2024-01-08 12:00:00,Temperature,42.98036466074804,Field1,False
182,2024-01-08 13:00:00,Temperature,60.02985697126284,Field2,True
183,2024-01-08 14:00:00,SoilPH,18.63165089491704,Field3,False
184,2024-01-08 15:00:00,SoilMoisture,74.05378473348863,Field1,False
185,2024-01-08 16:00:00,SoilPH,40.230361405566775,Field2,False
186,2024-01-08 17:00:00,SoilMoisture,39.04179879602325,Field2,False
187,2024-01-08 18:00:00,Light,63.14526598935603,Field3,False
188,2024-01-08 19:00:00,SoilPH,2.818157891510187,Field4,False
189,2024-01-08 20:00:00,SoilPH,25.58454104269636,Field1,False
190,2024-01-08 21:00:00,Temperature,88.85177150367048,Field2,True
191,2024-01-08 22:00:00,SoilPH,73.81021717084293,Field2,False
192,2024-01-08 23:00:00,Temperature,67.20040585305773,Field3,True
193,2024-01-09 00:00:00,Light,42.997610216923775,Field1,False
194,2024-01-09 01:00:00,SoilMoisture,28.312366153063103,Field2,False
195,2024-01-09 02:00:00,SoilPH,81.97358708014117,Field2,False
196,2024-01-09 03:00:00,Light,69.20954627605214,Field3,False
197,2024-01-09 04:00:00,Temperature,61.04368586880119,Field2,True
198,2024-01-09 05:00:00,SoilMoisture,0.9706864312651886,Field3,False
199,2024-01-09 06:00:00,SoilPH,20.6024754299802,Field1,False
200,2024-01-09 07:00:00,SoilPH,24.05124206374456,Field2,False
201,2024-01-09 08:00:00,Humidity,2.339885098732797,Field2,False
202,2024-01-09 09:00:00,SoilPH,39.42256443670067,Field1,False
203,2024-01-09 10:00:00,Light,77.00335385557383,Field4,False
204,2024-01-09 11:00:00,SoilPH,37.27478403154505,Field3,False
205,2024-01-09 12:00:00,SoilPH,51.03697959544588,Field3,False
206,2024-01-09 13:00:00,Humidity,40.85655280166524,Field2,False
207,2024-01-09 14:00:00,Humidity,19.185212709279988,Field1,False
208,2024-01-09 15:00:00,Humidity,85.19954746775919,Field2,False
209,2024-01-09 16:00:00,SoilPH,94.90896954687491,Field1,False
210,2024-01-09 17:00:00,SoilMoisture,79.06106743452507,Field2,False
211,2024-01-09 18:00:00,SoilMoisture,38.363156712488674,Field4,False
212,2024-01-09 19:00:00,Light,83.51965693391354,Field2,False
213,2024-01-09 20:00:00,SoilPH,85.23984289038829,Field3,False
214,2024-01-09 21:00:00,Humidity,21.516231715117907,Field1,False
215,2024-01-09 22:00:00,SoilMoisture,27.19114490429177,Field1,False
216,2024-01-09 23:00:00,SoilPH,33.46493230153944,Field1,False
217,2024-01-10 00:00:00,Humidity,72.43921204562446,Field3,False
218,2024-01-10 01:00:00,Light,25.013795916783977,Field2,False
219,2024-01-10 02:00:00,SoilMoisture,44.08436305623548,Field4,False
220,2024-01-10 03:00:00,SoilMoisture,3.009093624590076,Field3,False
221,2024-01-10 04:00:00,Temperature,45.07305971346588,Field3,False
222,2024-01-10 05:00:00,Humidity,15.87785212362821,Field1,False
223,2024-01-10 06:00:00,Temperature,14.29302172140946,Field2,False
224,2024-01-10 07:00:00,Light,26.18159631345844,Field3,False
225,2024-01-10 08:00:00,Temperature,74.45372352697477,Field4,True
226,2024-01-10 09:00:00,SoilPH,42.86912962639081,Field2,False
227,2024-01-10 10:00:00,SoilMoisture,67.14486722615776,Field2,False
228,2024-01-10 11:00:00,Temperature,91.1876779693422,Field3,True
229,2024-01-10 12:00:00,Temperature,61.81587246787854,Field3,True
230,2024-01-10 13:00:00,Humidity,54.98016340797407,Field4,False
231,2024-01-10 14:00:00,Humidity,52.94950711655419,Field3,False
232,2024-01-10 15:00:00,Temperature,61.36670918690984,Field2,True
233,2024-01-10 16:00:00,SoilPH,89.17399568258205,Field2,False
234,2024-01-10 17:00:00,Temperature,75.95965267581126,Field2,True
235,2024-01-10 18:00:00,SoilPH,68.90873025853497,Field4,False
236,2024-01-10 19:00:00,Temperature,24.56731767761675,Field4,False
237,2024-01-10 20:00:00,Light,43.35365817138038,Field1,False
238,2024-01-10 21:00:00,Light,41.84882995336503,Field2,False
239,2024-01-10 22:00:00,Temperature,98.644976752261,Field1,True
240,2024-01-10 23:00:00,Humidity,1.1675742811445344,Field4,False
241,2024-01-11 00:00:00,SoilPH,81.61366404908962,Field3,False
242,2024-01-11 01:00:00,Light,53.96937623546554,Field3,False
243,2024-01-11 02:00:00,SoilPH,92.51266129494635,Field2,False
244,2024-01-11 03:00:00,SoilMoisture,64.13501220585759,Field4,False
245,2024-01-11 04:00:00,Humidity,27.116464424071783,Field4,False
246,2024-01-11 05:00:00,Humidity,9.160683553211758,Field3,False
247,2024-01-11 06:00:00,SoilMoisture,63.5389318936024,Field4,False
248,2024-01-11 07:00:00,Humidity,81.94396173601821,Field2,False
249,2024-01-11 08:00:00,Light,3.2140063579904843,Field2,False
250,2024-01-11 09:00:00,SoilMoisture,26.329968833244767,Field1,False
251,2024-01-11 10:00:00,Light,64.09855830985451,Field2,False
252,2024-01-11 11:00:00,Light,90.1570095469245,Field2,False
253,2024-01-11 12:00:00,SoilMoisture,40.329080003936056,Field1,False
254,2024-01-11 13:00:00,SoilPH,12.053878752614,Field2,False
255,2024-01-11 14:00:00,SoilPH,64.84670892188787,Field3,False
256,2024-01-11 15:00:00,Humidity,16.37260843885612,Field4,False
257,2024-01-11 16:00:00,SoilMoisture,90.1601755230286,Field1,False
258,2024-01-11 17:00:00,Light,88.32659988661575,Field4,False
259,2024-01-11 18:00:00,SoilPH,7.356106130132966,Field3,False
260,2024-01-11 19:00:00,SoilPH,75.3954473417427,Field1,False
261,2024-01-11 20:00:00,Humidity,33.902340171458114,Field2,False
262,2024-01-11 21:00:00,Humidity,0.2940582229990829,Field2,False
263,2024-01-11 22:00:00,Humidity,52.53917382243804,Field2,False
264,2024-01-11 23:00:00,Humidity,79.1939310269179,Field2,False
265,2024-01-12 00:00:00,SoilMoisture,22.7425780647176,Field3,False
266,2024-01-12 01:00:00,Temperature,51.63419744479172,Field3,True
267,2024-01-12 02:00:00,SoilPH,2.978363443536436,Field1,False
268,2024-01-12 03:00:00,Humidity,20.30942622327383,Field2,False
269,2024-01-12 04:00:00,Light,26.02012711078633,Field2,False
270,2024-01-12 05:00:00,SoilPH,10.555559747073296,Field2,False
271,2024-01-12 06:00:00,Humidity,84.33056686969078,Field4,False
272,2024-01-12 07:00:00,Humidity,57.225224646639525,Field1,False
273,2024-01-12 08:00:00,SoilMoisture,79.39442611134206,Field2,False
274,2024-01-12 09:00:00,Temperature,21.863449395386,Field2,False
275,2024-01-12 10:00:00,Temperature,28.206753174092736,Field4,False
276,2024-01-12 11:00:00,SoilMoisture,71.69980250104429,Field2,False
277,2024-01-12 12:00:00,Light,26.343825409390764,Field4,False
278,2024-01-12 13:00:00,Temperature,71.39173016523935,Field4,True
279,2024-01-12 14:00:00,Light,73.67598728623969,Field4,False
280,2024-01-12 15:00:00,SoilPH,9.346508051638237,Field3,False
281,2024-01-12 16:00:00,SoilPH,74.16610968222129,Field2,False
282,2024-01-12 17:00:00,Temperature,2.9578903359591013,Field2,False
283,2024-01-12 18:00:00,Temperature,77.76688354256406,Field3,True
284,2024-01-12 19:00:00,SoilPH,8.993894088405563,Field1,False
285,2024-01-12 20:00:00,SoilPH,4.654760534307312,Field2,False
286,2024-01-12 21:00:00,Temperature,53.3992658975554,Field4,True
287,2024-01-12 22:00:00,SoilPH,48.05290335944936,Field3,False
288,2024-01-12 23:00:00,Temperature,76.80107233787781,Field3,True
289,2024-01-13 00:00:00,SoilMoisture,23.16941270468219,Field3,False
290,2024-01-13 01:00:00,Humidity,92.8873152107758,Field2,False
291,2024-01-13 02:00:00,Temperature,81.97163330263758,Field1,True
292,2024-01-13 03:00:00,Light,40.74671471964608,Field1,False
293,2024-01-13 04:00:00,Temperature,95.64116480615893,Field2,True
294,2024-01-13 05:00:00,SoilPH,26.477183924274783,Field3,False
295,2024-01-13 06:00:00,Light,25.15241156422302,Field3,False
296,2024-01-13 07:00:00,Light,28.974313986179236,Field1,False
297,2024-01-13 08:00:00,Humidity,61.98895238398144,Field1,False
298,2024-01-13 09:00:00,Temperature,19.49476607978561,Field1,False
299,2024-01-13 10:00:00,SoilMoisture,88.33490198491657,Field2,False
300,2024-01-13 11:00:00,Light,60.62899482259958,Field2,False
301,2024-01-13 12:00:00,Light,94.727216686386,Field4,False
302,2024-01-13 13:00:00,SoilMoisture,89.4454913956745,Field1,False
303,2024-01-13 14:00:00,Light,49.57746191050173,Field2,False
304,2024-01-13 15:00:00,SoilPH,31.783420040942246,Field2,False
305,2024-01-13 16:00:00,SoilMoisture,89.8499963611385,Field2,False
306,2024-01-13 17:00:00,SoilPH,96.41360353986906,Field4,False
307,2024-01-13 18:00:00,Temperature,86.49931786158717,Field2,True
308,2024-01-13 19:00:00,Temperature,73.34291808045728,Field4,True
309,2024-01-13 20:00:00,Temperature,38.746104400317904,Field4,False
310,2024-01-13 21:00:00,SoilPH,58.2952801016311,Field3,False
311,2024-01-13 22:00:00,Light,93.55402437584512,Field1,False
312,2024-01-13 23:00:00,Light,66.72386250013925,Field1,False
313,2024-01-14 00:00:00,SoilMoisture,29.590575896075038,Field3,False
314,2024-01-14 01:00:00,SoilMoisture,53.202168527454965,Field1,False
315,2024-01-14 02:00:00,Light,96.96011762280466,Field2,False
316,2024-01-14 03:00:00,Humidity,28.013225663696478,Field1,False
317,2024-01-14 04:00:00,SoilPH,76.70696962261083,Field4,False
318,2024-01-14 05:00:00,SoilPH,84.2229836295542,Field2,False
319,2024-01-14 06:00:00,SoilPH,52.93525555237134,Field1,False
320,2024-01-14 07:00:00,Humidity,2.1191013922185475,Field1,False
321,2024-01-14 08:00:00,SoilMoisture,94.80429542678564,Field2,False
322,2024-01-14 09:00:00,SoilMoisture,67.8448222998646,Field4,False
323,2024-01-14 10:00:00,SoilPH,79.65064551177994,Field3,False
324,2024-01-14 11:00:00,SoilMoisture,77.40790885445928,Field1,False
325,2024-01-14 12:00:00,SoilPH,70.57217021678406,Field2,False
326,2024-01-14 13:00:00,Light,50.47228441652424,Field4,False
327,2024-01-14 14:00:00,Light,5.43876560640012,Field3,False
328,2024-01-14 15:00:00,SoilMoisture,97.6041547336054,Field2,False
329,2024-01-14 16:00:00,Humidity,62.85750226710712,Field4,False
330,2024-01-14 17:00:00,SoilMoisture,75.06151675255155,Field1,False
331,2024-01-14 18:00:00,Temperature,24.89035007451983,Field4,False
332,2024-01-14 19:00:00,SoilPH,6.622010617845286,Field1,False
333,2024-01-14 20:00:00,Temperature,17.92212339696526,Field2,False
334,2024-01-14 21:00:00,SoilMoisture,37.2456790731561,Field3,False
335,2024-01-14 22:00:00,Light,2.5685396450844222,Field3,False
336,2024-01-14 23:00:00,SoilPH,37.81123964588448,Field1,False
337,2024-01-15 00:00:00,SoilMoisture,7.285427321340498,Field3,False
338,2024-01-15 01:00:00,Humidity,63.46330158674277,Field1,False
339,2024-01-15 02:00:00,SoilMoisture,31.30578354166325,Field4,False
340,2024-01-15 03:00:00,Humidity,67.92772045193838,Field1,False
341,2024-01-15 04:00:00,Light,59.34590236747589,Field3,False
342,2024-01-15 05:00:00,Humidity,26.672745051224712,Field4,False
343,2024-01-15 06:00:00,Temperature,39.44037658922576,Field2,False
344,2024-01-15 07:00:00,Temperature,70.54953625307742,Field3,True
345,2024-01-15 08:00:00,Temperature,60.467078122106464,Field3,True
346,2024-01-15 09:00:00,Temperature,18.529217222395623,Field2,False
347,2024-01-15 10:00:00,Temperature,59.747160645158296,Field2,True
348,2024-01-15 11:00:00,Humidity,44.04889670106456,Field1,False
349,2024-01-15 12:00:00,Temperature,87.04644050720094,Field4,True
350,2024-01-15 13:00:00,SoilPH,0.9183010148146598,Field1,False
351,2024-01-15 14:00:00,Humidity,87.5178149007563,Field4,False
352,2024-01-15 15:00:00,Light,70.37784143563044,Field4,False
353,2024-01-15 16:00:00,Humidity,44.68483816345971,Field4,False
354,2024-01-15 17:00:00,SoilMoisture,72.9741422981528,Field2,False
355,2024-01-15 18:00:00,Light,14.428787133457933,Field2,False
356,2024-01-15 19:00:00,Temperature,52.22456523358387,Field1,True
357,2024-01-15 20:00:00,Temperature,76.37695178541267,Field2,True
358,2024-01-15 21:00:00,SoilMoisture,91.2545334772883,Field1,False
359,2024-01-15 22:00:00,Temperature,71.47480410802748,Field4,True
360,2024-01-15 23:00:00,Light,30.597225602748978,Field4,False
361,2024-01-16 00:00:00,Light,71.89139581602427,Field3,False
362,2024-01-16 01:00:00,Light,77.57854908867048,Field2,False
363,2024-01-16 02:00:00,Humidity,43.00247562723294,Field3,False
364,2024-01-16 03:00:00,Humidity,59.35346168252246,Field3,False
365,2024-01-16 04:00:00,Light,0.6446044271861129,Field1,False
366,2024-01-16 05:00:00,Humidity,26.83530495214004,Field4,False
367,2024-01-16 06:00:00,Humidity,85.8090118691655,Field3,False
368,2024-01-16 07:00:00,SoilPH,71.64803359251431,Field1,False
369,2024-01-16 08:00:00,Humidity,85.46404586811818,Field4,False
370,2024-01-16 09:00:00,SoilPH,89.82667204168902,Field4,False
371,2024-01-16 10:00:00,SoilPH,53.39925650975786,Field4,False
372,2024-01-16 11:00:00,Humidity,83.5994800259385,Field1,False
373,2024-01-16 12:00:00,Humidity,9.272101088074614,Field3,False
374,2024-01-16 13:00:00,Humidity,37.73692500823847,Field2,False
375,2024-01-16 14:00:00,Temperature,75.96982359999055,Field1,True
376,2024-01-16 15:00:00,SoilPH,7.31494961290714,Field4,False
377,2024-01-16 16:00:00,Temperature,76.38921100756829,Field1,True
378,2024-01-16 17:00:00,Light,96.2014104202209,Field2,False
379,2024-01-16 18:00:00,Humidity,35.187287674388216,Field3,False
380,2024-01-16 19:00:00,Light,87.13274397712128,Field4,False
381,2024-01-16 20:00:00,Temperature,48.344769428476255,Field4,False
382,2024-01-16 21:00:00,SoilPH,12.247457207802148,Field4,False
383,2024-01-16 22:00:00,SoilMoisture,8.699302731615399,Field1,False
384,2024-01-16 23:00:00,Humidity,39.92974175821946,Field2,False
385,2024-01-17 00:00:00,Light,62.26762843238672,Field3,False
386,2024-01-17 01:00:00,Light,86.17800162630719,Field2,False
387,2024-01-17 02:00:00,Light,45.130446968070224,Field4,False
388,2024-01-17 03:00:00,Temperature,47.48143442192426,Field2,False
389,2024-01-17 04:00:00,Temperature,89.67147353887485,Field2,True
390,2024-01-17 05:00:00,SoilMoisture,11.96730713881722,Field2,False
391,2024-01-17 06:00:00,Temperature,96.33201252692793,Field4,True
392,2024-01-17 07:00:00,SoilPH,77.88652935573916,Field4,False
393,2024-01-17 08:00:00,SoilPH,25.536959670079884,Field3,False
394,2024-01-17 09:00:00,Light,54.95813583424191,Field3,False
395,2024-01-17 10:00:00,Humidity,11.421202103245244,Field1,False
396,2024-01-17 11:00:00,Light,88.90395617609694,Field4,False
397,2024-01-17 12:00:00,SoilPH,95.40078680067536,Field2,False
398,2024-01-17 13:00:00,SoilPH,45.094931811734426,Field4,False
399,2024-01-17 14:00:00,SoilPH,66.24815097217,Field2,False
400,2024-01-17 15:00:00,Light,1.4763460980791066,Field1,False
401,2024-01-17 16:00:00,SoilMoisture,64.66925041451172,Field2,False
402,2024-01-17 17:00:00,Humidity,53.19332034426284,Field3,False
403,2024-01-17 18:00:00,SoilMoisture,38.69285801518841,Field4,False
404,2024-01-17 19:00:00,SoilMoisture,67.19451405656407,Field3,False
405,2024-01-17 20:00:00,Humidity,41.65684659810833,Field4,False
